iter	RMSE
118	0.05398295838
119	0.05395998171
120	0.05393218522
121	0.05390046277
122	0.0538662549
123	0.05382983378
124	0.05381065435
125	0.05378124124
126	0.05374874731
127	0.05372698595
128	0.05369891107
129	0.05367264984
130	0.05364345495
131	0.05362435285
132	0.05360693048
133	0.05358634038
134	0.05355822581
135	0.05352188363
136	0.05348665165
137	0.05346790071
138	0.05344311733
139	0.05340994984
140	0.05339192722
141	0.05337176657
142	0.05334710538
143	0.05332795545
144	0.05330302048
145	0.05327949899
146	0.05325588454
147	0.05322884664
148	0.05320249247
149	0.05317775076
150	0.05315598766
151	0.05312701554
152	0.05310208113
153	0.0530725057
154	0.05304483855
155	0.05301715899
156	0.05298898329
157	0.05296622742
158	0.05294980782
159	0.05291738906
160	0.05289157519
161	0.05286320879
162	0.05284351819
163	0.05281951391
164	0.05279222205
165	0.05276509697
166	0.05273769967
167	0.05271531953
168	0.05268438908
169	0.0526659349
170	0.052641214
171	0.05261818952
172	0.05259703089
173	0.05257095364
174	0.05254324896
175	0.0525198977
176	0.0525008791
177	0.05247508515
178	0.05245384835
179	0.05243828681
180	0.05241771642
181	0.05240008115
182	0.05238076312
183	0.05235544668
184	0.05233130869
185	0.05231374474
186	0.05228809436
187	0.05226143201
188	0.05223891147
189	0.05221758478
190	0.05219801841
191	0.0521703192
192	0.05213764203
193	0.05212265891
194	0.05209917884
195	0.05207253304
196	0.05205043557
197	0.05202827307
198	0.05201411619
199	0.05199264366
200	0.05197356832
201	0.0519526818
202	0.05192757798
203	0.05190585684
204	0.05187687289
205	0.05185548623
206	0.05183394178
207	0.0518092379
208	0.051778255
209	0.05175927262
210	0.05173883854
211	0.05171716877
212	0.05170079224
213	0.05168173576
214	0.0516549639
215	0.051630164
216	0.05160615643
217	0.05158794645
218	0.05156499243
219	0.05154572138
220	0.05152923625
221	0.05151664515
222	0.05149955096
223	0.05148360516
224	0.05146111935
225	0.05144182606
226	0.05142445258
227	0.05140039066
228	0.051379937
229	0.05136202266
230	0.05134334176
231	0.05132645522
232	0.05131440165
233	0.05129112448
234	0.05127993054
235	0.051260182
236	0.05123798746
237	0.05122330649
238	0.05120242811
239	0.05118321961
240	0.051168896
241	0.05115077357
242	0.05113001659
243	0.05110869512
244	0.05108359012
245	0.05106216315
246	0.05104227993
247	0.05102894029
248	0.05101012899
249	0.05099487138
250	0.05097896336
251	0.05095882039
252	0.05093525229
253	0.05091261066
254	0.05089518296
255	0.05087522394
256	0.05086046145
257	0.05083824007
258	0.05082029939
259	0.05080335932
260	0.05078655087
261	0.05076653858
262	0.05075262566
263	0.05073207995
264	0.05071621427
265	0.05069285918
266	0.0506717834
267	0.0506579249
268	0.05063346483
269	0.05061631392
270	0.05060260766
271	0.05058612472
272	0.05056540955
273	0.0505459908
274	0.05052834113
275	0.05051293587
276	0.05049111805
277	0.05046976253
278	0.05045365069
279	0.05043870528
280	0.05042270262
281	0.05040412679
282	0.05038930716
283	0.05037461091
284	0.05035343601
285	0.0503352714
286	0.05032350042
287	0.05030861867
288	0.05029126102
289	0.05026936405
290	0.05025530068
291	0.05023970496
292	0.05022274417
293	0.05020693755
294	0.05018020811
295	0.05016330202
296	0.05014596465
297	0.05012259846
298	0.05010408688
299	0.05008787454
300	0.05007524013
301	0.0500585964
302	0.05004574887
303	0.05003272229
304	0.05001333472
305	0.04999532326
306	0.04997995112
307	0.04996500998
308	0.04994836601
309	0.04993167784
310	0.0499166449
311	0.04989528854
312	0.0498754476
313	0.04985697332
314	0.04984581447
315	0.04983421195
316	0.04982240223
317	0.04980944211
318	0.04979135904
319	0.04977022043
320	0.04975227401
321	0.04973479119
322	0.04971626464
323	0.04970364582
324	0.04968869498
325	0.0496797262
326	0.04965871068
327	0.04964338769
328	0.04962036624
329	0.04960997133
330	0.04959067368
331	0.04957261033
332	0.04955302543
333	0.04953488124
334	0.04951929686
335	0.04950648919
336	0.04949127942
337	0.04947135667
338	0.04945375503
339	0.04943526634
340	0.04942067049
341	0.04940119252
342	0.04938193056
343	0.04935957587
344	0.04933899784
345	0.04932656732
346	0.04930903579
347	0.04929746357
348	0.0492822524
349	0.049271279
350	0.04925881615
351	0.04923811977
352	0.04922041511
353	0.04920921652
354	0.04918628403
355	0.04916928704
356	0.04915735903
357	0.04914160255
358	0.04912902604
359	0.04911160306
360	0.04909997557
361	0.04908933063
362	0.04907347146
363	0.04905562211
364	0.04903939993
365	0.04902606876
366	0.04900245309
367	0.04898357074
368	0.04896842852
369	0.04895730153
370	0.04894726098
371	0.04893635271
372	0.04892185135
373	0.04890339183
374	0.04888991828
375	0.04887829291
376	0.04886211063
377	0.04885089795
378	0.04883752192
379	0.04882369191
380	0.04881023372
381	0.04879118026
382	0.04877395323
383	0.04875603163
384	0.04874436332
385	0.04873283747
386	0.04872305662
387	0.04870623926
388	0.04869334768
389	0.04868291564
390	0.04866911662
391	0.04865660974
392	0.04864082555
393	0.04862836433
394	0.04861200399
395	0.04859393438
396	0.04857954715
397	0.04856720269
398	0.048558241
399	0.0485448263
400	0.04852620127
401	0.04851651139
402	0.04849787548
403	0.04848280719
404	0.04847008187
405	0.04846018381
406	0.04844791519
407	0.04843113738
408	0.04841701631
409	0.04840416955
410	0.0483899165
411	0.04837623343
412	0.0483637883
413	0.04835157508
414	0.04833202129
415	0.04831948486
416	0.04830297328
417	0.04829035602
418	0.04827853074
419	0.04826967321
420	0.0482586429
421	0.04824125682
422	0.04822818313
423	0.04820976277
424	0.04820199396
425	0.04818728495
426	0.0481704965
427	0.04816031196
428	0.04815035913
429	0.04813502387
430	0.04811952771
431	0.04810832699
432	0.04809472659
433	0.04808527762
434	0.04807159708
435	0.04804861267
436	0.04803530124
437	0.0480253627
438	0.04801452643
439	0.04800620326
440	0.04799179626
441	0.04797464209
442	0.04795690035
443	0.04794340687
444	0.04793250285
445	0.04792173958
446	0.04791017251
447	0.04789866311
448	0.04788735922
449	0.04786650004
450	0.04785258438
451	0.04784294637
452	0.04782884896
453	0.04781578586
454	0.04780344385
455	0.04779243833
456	0.04777500157
457	0.04776121643
458	0.04774879518
459	0.04773766024
460	0.04772316992
461	0.04771060165
462	0.04769394897
463	0.04768136175
464	0.04766496436
465	0.04765726426
466	0.04764314117
467	0.04763028383
468	0.04761811671
469	0.0476050476
470	0.04759058451
471	0.04756782086
472	0.04756121446
473	0.04754876126
474	0.04753337405
475	0.04751986638
476	0.04750903896
477	0.04749985732
478	0.04748674663
479	0.04747569255
480	0.04746484376
481	0.04745053683
482	0.04743518107
483	0.04742357222
484	0.04740975729
485	0.04740166957
486	0.04739212089
487	0.04738175998
488	0.04737191751
489	0.04735785426
490	0.0473407898
491	0.04732638872
492	0.04731160696
493	0.04729627865
494	0.04728378289
495	0.0472612822
496	0.04724747656
497	0.04723783542
498	0.04722359597
499	0.04721077203
